"Value Date","Post Date","Credit Amount","Debit Amount","Closing Balance","Description","Page Number","Minus"
"04/11/2024","04/11/2024","","57555.61","-153235448.19","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309331017 /HDFC BANK LI/ Txn Amt. 57550.00 Charges. 5.61","4","1"
"04/11/2024","04/11/2024","","57555.61","-153293003.8","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309331019 /HDFC BANK LI/ Txn Amt. 57550.00 Charges. 5.61","4","1"
"04/11/2024","04/11/2024","","57555.61","-153350559.41","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309331160 /HDFC BANK LI/ Txn Amt. 57550.00 Charges. 5.61","4","1"
"04/11/2024","04/11/2024","","57555.61","-153408115.02","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309331135 /HDFC BANK LI/ Txn Amt. 57550.00 Charges. 5.61","4","1"
"04/11/2024","04/11/2024","","63502.61","-153471617.63","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309331136 /HDFC BANK LI/ Txn Amt. 63497.00 Charges. 5.61","4","1"
"04/11/2024","04/11/2024","","63502.61","-153535120.24","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309331161 /HDFC BANK LI/ Txn Amt. 63497.00 Charges. 5.61","4","1"
"04/11/2024","04/11/2024","","63502.61","-153598622.85","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309331156 /HDFC BANK LI/ Txn Amt. 63497.00 Charges. 5.61","5","1"
"04/11/2024","04/11/2024","","63502.61","-153662125.46","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309331181 /HDFC BANK LI/ Txn Amt. 63497.00 Charges. 5.61","5","1"
"04/11/2024","04/11/2024","","63502.61","-153725628.07","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309331162 /HDFC BANK LI/ Txn Amt. 63497.00 Charges. 5.61","5","1"
"04/11/2024","04/11/2024","","63502.61","-153789130.68","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309331182 /HDFC BANK LI/ Txn Amt. 63497.00 Charges. 5.61","5","1"
"04/11/2024","04/11/2024","","79268.61","-153868399.29","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24309333988 /GOEL CARGO P/ Txn Amt. 79263.00 Charges. 5.61","5","1"
"04/11/2024","04/11/2024","","11214.61","-153879613.9","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24309334005 /GOEL CARGO P/ Txn Amt. 11209.00 Charges. 5.61","5","1"
"04/11/2024","04/11/2024","","79268.61","-153958882.51","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24309334007 /GOEL CARGO P/ Txn Amt. 79263.00 Charges. 5.61","5","1"
"04/11/2024","04/11/2024","","79268.61","-154038151.12","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24309334008 /GOEL CARGO P/ Txn Amt. 79263.00 Charges. 5.61","5","1"
"04/11/2024","04/11/2024","","79268.61","-154117419.73","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24309334009 /GOEL CARGO P/ Txn Amt. 79263.00 Charges. 5.61","5","1"
"04/11/2024","04/11/2024","","79268.61","-154196688.34","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24309334010 /GOEL CARGO P/ Txn Amt. 79263.00 Charges. 5.61","5","1"
"04/11/2024","04/11/2024","","79268.61","-154275956.95","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24309334011 /GOEL CARGO P/ Txn Amt. 79263.00 Charges. 5.61","6","1"
"04/11/2024","04/11/2024","","79268.61","-154355225.56","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24309333998 /GOEL CARGO P/ Txn Amt. 79263.00 Charges. 5.61","6","1"
"04/11/2024","04/11/2024","","79268.61","-154434494.17","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24309334040 /GOEL CARGO P/ Txn Amt. 79263.00 Charges. 5.61","6","1"
"04/11/2024","04/11/2024","","79268.61","-154513762.78","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24309334053 /GOEL CARGO P/ Txn Amt. 79263.00 Charges. 5.61","6","1"
"04/11/2024","04/11/2024","","11214.61","-154524977.39","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24309334071 /GOEL CARGO P/ Txn Amt. 11209.00 Charges. 5.61","6","1"
"04/11/2024","04/11/2024","","11214.61","-154536192","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24309334072 /GOEL CARGO P/ Txn Amt. 11209.00 Charges. 5.61","6","1"
"04/11/2024","04/11/2024","","11214.61","-154547406.61","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24309334073 /GOEL CARGO P/ Txn Amt. 11209.00 Charges. 5.61","6","1"
"04/11/2024","04/11/2024","","11214.61","-154558621.22","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24309334074 /GOEL CARGO P/ Txn Amt. 11209.00 Charges. 5.61","6","1"
"04/11/2024","04/11/2024","","11214.61","-154569835.83","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24309334101 /GOEL CARGO P/ Txn Amt. 11209.00 Charges. 5.61","6","1"
"04/11/2024","04/11/2024","","11214.61","-154581050.44","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24309334085 /GOEL CARGO P/ Txn Amt. 11209.00 Charges. 5.61","6","1"
"04/11/2024","04/11/2024","","11214.61","-154592265.05","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24309334105 /GOEL CARGO P/ Txn Amt. 11209.00 Charges. 5.61","7","1"
"04/11/2024","04/11/2024","","11214.61","-154603479.66","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24309334078 /GOEL CARGO P/ Txn Amt. 11209.00 Charges. 5.61","7","1"
"04/11/2024","04/11/2024","","11214.61","-154614694.27","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24309334106 /GOEL CARGO P/ Txn Amt. 11209.00 Charges. 5.61","7","1"
"04/11/2024","04/11/2024","","79268.61","-154693962.88","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24309334121 /GOEL CARGO P/ Txn Amt. 79263.00 Charges. 5.61","7","1"
"04/11/2024","04/11/2024","","76327.61","-154770290.49","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309337352 /GOEL CARGO P/ Txn Amt. 76322.00 Charges. 5.61","7","1"
"04/11/2024","04/11/2024","","76327.61","-154846618.1","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309337356 /GOEL CARGO P/ Txn Amt. 76322.00 Charges. 5.61","7","1"
"04/11/2024","04/11/2024","","76327.61","-154922945.71","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309337411 /GOEL CARGO P/ Txn Amt. 76322.00 Charges. 5.61","7","1"
"04/11/2024","04/11/2024","","76327.61","-154999273.32","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309337412 /GOEL CARGO P/ Txn Amt. 76322.00 Charges. 5.61","7","1"
"04/11/2024","04/11/2024","","76327.61","-155075600.93","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309337359 /GOEL CARGO P/ Txn Amt. 76322.00 Charges. 5.61","7","1"
"04/11/2024","04/11/2024","","8036.66","-155083637.59","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309337438 /GOEL CARGO P/ Txn Amt. 8034.00 Charges. 2.66","7","1"
"04/11/2024","04/11/2024","","8036.66","-155091674.25","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309337445 /GOEL CARGO P/ Txn Amt. 8034.00 Charges. 2.66","8","1"
"04/11/2024","04/11/2024","","8036.66","-155099710.91","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309337480 /GOEL CARGO P/ Txn Amt. 8034.00 Charges. 2.66","8","1"
"04/11/2024","04/11/2024","","8036.66","-155107747.57","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309337481 /GOEL CARGO P/ Txn Amt. 8034.00 Charges. 2.66","8","1"
"04/11/2024","04/11/2024","","8036.66","-155115784.23","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309337447 /GOEL CARGO P/ Txn Amt. 8034.00 Charges. 2.66","8","1"
"04/11/2024","04/11/2024","","8036.66","-155123820.89","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309337448 /GOEL CARGO P/ Txn Amt. 8034.00 Charges. 2.66","8","1"
"04/11/2024","04/11/2024","","76327.61","-155200148.5","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309337483 /GOEL CARGO P/ Txn Amt. 76322.00 Charges. 5.61","8","1"
"04/11/2024","04/11/2024","","82795.61","-155282944.11","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309369116 /GOEL CARGO P/ Txn Amt. 82790.00 Charges. 5.61","8","1"
"04/11/2024","04/11/2024","","82795.61","-155365739.72","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309369242 /GOEL CARGO P/ Txn Amt. 82790.00 Charges. 5.61","8","1"
"04/11/2024","04/11/2024","","82795.61","-155448535.33","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309369244 /GOEL CARGO P/ Txn Amt. 82790.00 Charges. 5.61","8","1"
"04/11/2024","04/11/2024","","82795.61","-155531330.94","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309369217 /GOEL CARGO P/ Txn Amt. 82790.00 Charges. 5.61","8","1"
"04/11/2024","04/11/2024","","82795.61","-155614126.55","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309369218 /GOEL CARGO P/ Txn Amt. 82790.00 Charges. 5.61","9","1"
"04/11/2024","04/11/2024","","82795.61","-155696922.16","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309369231 /GOEL CARGO P/ Txn Amt. 82790.00 Charges. 5.61","9","1"
"04/11/2024","04/11/2024","","82795.61","-155779717.77","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309369283 /GOEL CARGO P/ Txn Amt. 82790.00 Charges. 5.61","9","1"
"04/11/2024","04/11/2024","","82795.61","-155862513.38","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309369258 /GOEL CARGO P/ Txn Amt. 82790.00 Charges. 5.61","9","1"
"04/11/2024","04/11/2024","","7157.66","-155869671.04","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309369300 /GOEL CARGO P/ Txn Amt. 7155.00 Charges. 2.66","9","1"
"04/11/2024","04/11/2024","","7157.66","-155876828.7","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309369286 /GOEL CARGO P/ Txn Amt. 7155.00 Charges. 2.66","9","1"
"04/11/2024","04/11/2024","","7157.66","-155883986.36","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309369301 /GOEL CARGO P/ Txn Amt. 7155.00 Charges. 2.66","9","1"
"04/11/2024","04/11/2024","","7157.66","-155891144.02","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309369322 /GOEL CARGO P/ Txn Amt. 7155.00 Charges. 2.66","9","1"
"04/11/2024","04/11/2024","","7157.66","-155898301.68","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309369323 /GOEL CARGO P/ Txn Amt. 7155.00 Charges. 2.66","9","1"
"04/11/2024","04/11/2024","","7157.66","-155905459.34","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309369361 /GOEL CARGO P/ Txn Amt. 7155.00 Charges. 2.66","9","1"
"04/11/2024","04/11/2024","","7157.66","-155912617","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309369381 /GOEL CARGO P/ Txn Amt. 7155.00 Charges. 2.66","10","1"
"04/11/2024","04/11/2024","","7157.66","-155919774.66","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309369369 /GOEL CARGO P/ Txn Amt. 7155.00 Charges. 2.66","10","1"
"04/11/2024","04/11/2024","","82795.61","-156002570.27","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309369400 /GOEL CARGO P/ Txn Amt. 82790.00 Charges. 5.61","10","1"
"04/11/2024","04/11/2024","737100","","-155265470.27","NO BOOK DEPOSIT TRANSFER RTGS/HDFC/HDFCR520241104582 41612/SATNA U//","10","1"
"04/11/2024","04/11/2024","338166.12","","-154927304.15","NO BOOK DEPOSIT TRANSFER RTGS/HDFC/HDFCR520241104583 21047/ULTRATEC/","10","1"
"04/11/2024","04/11/2024","546514.73","","-154380789.42","NO BOOK DEPOSIT TRANSFER RTGS/HDFC/HDFCR520241104582 75323/ULTRATEC/","10","1"
"04/11/2024","04/11/2024","1691508","","-152689281.42","NO BOOK DEPOSIT TRANSFER RTGS/SBIN/SBINR12024110460094 526/24240626/","10","1"
"04/11/2024","04/11/2024","","8002.66","-152697284.08","WITHDRAWAL TRANSFER NEFT/BKID/IDIBH24309416921 /RAMSUMAN VIS/ Txn Amt. 8000.00 Charges. 2.66","10","1"
"04/11/2024","04/11/2024","","7002.66","-152704286.74","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24309416910 /VIJAY KUMAR / Txn Amt. 7000.00 Charges. 2.66","10","1"
"04/11/2024","04/11/2024","","9119.66","-152713406.4","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24309416911 /SHIV ELECTRI/ Txn Amt. 9117.00 Charges. 2.66","10","1"
"04/11/2024","04/11/2024","","74978","-152788384.4","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24309417553 /PRABHAT CONS/ Txn Amt. 74972.39 Charges. 5.61","10","1"
"04/11/2024","04/11/2024","","18549","-152806933.4","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24309417565 /SHANKAR PRAS/ Txn Amt. 18543.39 Charges. 5.61","11","1"
"04/11/2024","04/11/2024","","6150","-152813083.4","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24309417556 /ISMAT S KHAN/ Txn Amt. 6147.34 Charges. 2.66","11","1"
"04/11/2024","04/11/2024","","9000","-152822083.4","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309417539 /GILENDER SIN/ Txn Amt. 8997.34 Charges. 2.66","11","1"
"04/11/2024","04/11/2024","","10000","-152832083.4","WITHDRAWAL TRANSFER NEFT/CBIN/IDIBH24309417566 /BIHARI SINGH/ Txn Amt. 9997.34 Charges. 2.66","11","1"
"04/11/2024","04/11/2024","","4100","-152836183.4","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24309417567 /DEEPA / Txn Amt. 4097.34 Charges. 2.66","11","1"
"04/11/2024","04/11/2024","","29125","-152865308.4","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24309417580 /BHISHAM MADA/ Txn Amt. 29119.39 Charges. 5.61","11","1"
"04/11/2024","04/11/2024","","12275","-152877583.4","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24309417568 /RAMESH KUMAR/ Txn Amt. 12269.39 Charges. 5.61","11","1"
"04/11/2024","04/11/2024","","18571","-152896154.4","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBH24309417581 /MAHESH SAHU / Txn Amt. 18565.39 Charges. 5.61","11","1"
"04/11/2024","04/11/2024","","40415","-152936569.4","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24309417557 /KANHIYA LAL / Txn Amt. 40409.39 Charges. 5.61","11","1"
"04/11/2024","04/11/2024","","15317","-152951886.4","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24309417570 /SHANKAR PRAS/ Txn Amt. 15311.39 Charges. 5.61","11","1"
"04/11/2024","04/11/2024","","31503","-152983389.4","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBH24309417600 /SANTOSH KUMA/ Txn Amt. 31497.39 Charges. 5.61","12","1"
"04/11/2024","04/11/2024","","29799","-153013188.4","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24309417601 /BABAN SAHU / Txn Amt. 29793.39 Charges. 5.61","12","1"
"04/11/2024","04/11/2024","","35008","-153048196.4","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24309417571 /BRAJESH SAHU/ Txn Amt. 35002.39 Charges. 5.61","12","1"
"04/11/2024","04/11/2024","","100676","-153148872.4","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24309417573 /RAVI PRATAP / Txn Amt. 100658.59 Charges. 17.41","12","1"
"04/11/2024","04/11/2024","","25100","-153173972.4","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24309417604 /SHEETA PRASA/ Txn Amt. 25094.39 Charges. 5.61","12","1"
"04/11/2024","04/11/2024","","18580","-153192552.4","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24309417574 /VIPIN KUMAR / Txn Amt. 18574.39 Charges. 5.61","12","1"
"04/11/2024","04/11/2024","","28625","-153221177.4","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24309417607 /UMESH SINGH / Txn Amt. 28619.39 Charges. 5.61","12","1"
"04/11/2024","04/11/2024","","15702","-153236879.4","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBH24309417587 /SESHMANI SAH/ Txn Amt. 15696.39 Charges. 5.61","12","1"
"04/11/2024","04/11/2024","","18764","-153255643.4","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24309417575 /RAMMANI SAHU/ Txn Amt. 18758.39 Charges. 5.61","12","1"
"04/11/2024","04/11/2024","","17260","-153272903.4","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309417576 /SHRI BHAN GU/ Txn Amt. 17254.39 Charges. 5.61","12","1"
"04/11/2024","04/11/2024","","18496","-153291399.4","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24309417589 /AHIWARAN SAH/ Txn Amt. 18490.39 Charges. 5.61","13","1"
"04/11/2024","04/11/2024","","15000","-153306399.4","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24309417577 /BHISHAM MADA/ Txn Amt. 14994.39 Charges. 5.61","13","1"
"04/11/2024","04/11/2024","","15999.61","-153322399.01","WITHDRAWAL TRANSFER NEFT/KKBK/IDIBH24309420458 /MAHAVEER SIN/ Txn Amt. 15994.00 Charges. 5.61","13","1"
"04/11/2024","04/11/2024","","13999.61","-153336398.62","WITHDRAWAL TRANSFER NEFT/CBIN/IDIBH24309420496 /RAJENDRA TIW/ Txn Amt. 13994.00 Charges. 5.61","13","1"
"04/11/2024","04/11/2024","","26999.61","-153363398.23","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24309420540 /AWADHESH YAD/ Txn Amt. 26994.00 Charges. 5.61","13","1"
"04/11/2024","04/11/2024","2246998.36","","-151116399.87","NO BOOK DEPOSIT TRANSFER NEFT/UTIB/AXISCN0802830101 /J K CEMENT L/","13","1"
"04/11/2024","04/11/2024","","9748","-151126147.87","WITHDRAWAL TRANSFER / FREIGHT PAYMENT-P002 / RAMKISUN .","13","1"
"04/11/2024","04/11/2024","","7148","-151133295.87","WITHDRAWAL TRANSFER / FREIGHT PAYMENT-P001 / PINTU","13","1"
"04/11/2024","04/11/2024","","82795.61","-151216091.48","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309422632 /GOEL CARGO P/ Txn Amt. 82790.00 Charges. 5.61","13","1"
"04/11/2024","04/11/2024","","7157.66","-151223249.14","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309422763 /GOEL CARGO P/ Txn Amt. 7155.00 Charges. 2.66","13","1"
"04/11/2024","04/11/2024","","7157.66","-151230406.8","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24309422765 /GOEL CARGO P/ Txn Amt. 7155.00 Charges. 2.66","13","1"
"05/11/2024","05/11/2024","354000","","-150876406.8","NO BOOK DEPOSIT TRANSFER RTGS/SBIN/SBINR12024110560302 474/MANCHUKO/","14","1"
"05/11/2024","05/11/2024","42000","","-150834406.8","NO BOOK DEPOSIT TRANSFER NEFT/SBIN/SBIN424310745513 /MANCHUKONDA /","14","1"
"05/11/2024","05/11/2024","757550","","-150076856.8","NO BOOK DEPOSIT TRANSFER RTGS/SBIN/SBINR12024110560386 961/24240628/","14","1"
"05/11/2024","05/11/2024","210856","","-149866000.8","NO BOOK DEPOSIT TRANSFER RTGS/INDB/INDBR3202411050091 7530/ASHTECH /","14","1"
"05/11/2024","05/11/2024","","300029","-150166029.8","WITHDRAWAL TRANSFER RTGS/HDFC/IDIBR52024110541973 486/INDIAN O/1 Txn Amt. 300000.00 Charges. 29.00","14","1"
"05/11/2024","05/11/2024","","300029","-150466058.8","WITHDRAWAL TRANSFER RTGS/ICIC/IDIBR520241105419735 14/ETC POOL/1 Txn Amt. 300000.00 Charges. 29.00","14","1"
"05/11/2024","05/11/2024","","300029","-150766087.8","WITHDRAWAL TRANSFER RTGS/HDFC/IDIBR52024110541973 889/BPCL ECM/RTGS Txn Amt. 300000.00 Charges. 29.00","14","1"
