"Value Date","Post Date","Credit Amount","Debit Amount","Closing Balance","Description","Page Number","Minus"
"02/01/2025","02/01/2025","","6700","-148850547.74","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBN520250102407376 87/VIKRAM S/ Txn Amt. 6697.34 Charges. 2.66","4","1"
"02/01/2025","02/01/2025","","17999.61","-148868547.35","WITHDRAWAL TRANSFER NEFT/KKBK/IDIBN52025010240738 994/GOVIND S/ Txn Amt. 17994.00 Charges. 5.61","4","1"
"02/01/2025","02/01/2025","","5350.66","-148873898.01","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBN520250102407389 98/TARACHAN/ Txn Amt. 5348.00 Charges. 2.66","4","1"
"02/01/2025","02/01/2025","","4900.66","-148878798.67","WITHDRAWAL TRANSFER NEFT/UCBA/IDIBN52025010240739 084/AFSAR KH/ Txn Amt. 4898.00 Charges. 2.66","4","1"
"02/01/2025","02/01/2025","","10347.61","-148889146.28","WITHDRAWAL TRANSFER NEFT/INDB/IDIBN520250102407390 08/SHIV VIR/ Txn Amt. 10342.00 Charges. 5.61","4","1"
"02/01/2025","02/01/2025","","4472.66","-148893618.94","WITHDRAWAL TRANSFER NEFT/BKID/IDIBN520250102407390 09/AAJAM KH/ Txn Amt. 4470.00 Charges. 2.66","4","1"
"02/01/2025","02/01/2025","","1602.66","-148895221.6","WITHDRAWAL TRANSFER NEFT/MAHB/IDIBN52025010240739 010/DHIRENDR/ Txn Amt. 1600.00 Charges. 2.66","5","1"
"02/01/2025","02/01/2025","","4700.66","-148899922.26","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBN52025010240739 011/SUNEET S/ Txn Amt. 4698.00 Charges. 2.66","5","1"
"02/01/2025","02/01/2025","","6060.66","-148905982.92","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010240739 105/ADIL KHA/ Txn Amt. 6058.00 Charges. 2.66","5","1"
"02/01/2025","02/01/2025","","5230.66","-148911213.58","WITHDRAWAL TRANSFER NEFT/INDB/IDIBN520250102407390 12/VIVEK SI/ Txn Amt. 5228.00 Charges. 2.66","5","1"
"02/01/2025","02/01/2025","","17499.61","-148928713.19","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBN520250102407391 14/CHNNDAN / Txn Amt. 17494.00 Charges. 5.61","5","1"
"02/01/2025","02/01/2025","","16995.61","-148945708.8","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBN520250102407391 29/KULWANT / Txn Amt. 16990.00 Charges. 5.61","5","1"
"02/01/2025","02/01/2025","","17948","-148963656.8","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBN520250102407403 60/AHIWARAN/ Txn Amt. 17942.39 Charges. 5.61","5","1"
"02/01/2025","02/01/2025","","24687","-148988343.8","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBN520250102407404 87/RAMMANI / Txn Amt. 24681.39 Charges. 5.61","5","1"
"02/01/2025","02/01/2025","","32469","-149020812.8","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBN52025010240740 490/CHANDRAB/ Txn Amt. 32463.39 Charges. 5.61","6","1"
"02/01/2025","02/01/2025","","11000","-149031812.8","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBN520250102407404 80/JAGYALAL/ Txn Amt. 10994.39 Charges. 5.61","6","1"
"02/01/2025","02/01/2025","","17360","-149049172.8","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBN520250102407405 15/RAMMANI / Txn Amt. 17354.39 Charges. 5.61","6","1"
"02/01/2025","02/01/2025","","22337","-149071509.8","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010240740 500/SHRI BHA/ Txn Amt. 22331.39 Charges. 5.61","6","1"
"02/01/2025","02/01/2025","","30152","-149101661.8","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBN52025010240740 587/SANTOSH / Txn Amt. 30146.39 Charges. 5.61","6","1"
"02/01/2025","02/01/2025","","17438","-149119099.8","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBN520250102407405 89/VIPIN KU/ Txn Amt. 17432.39 Charges. 5.61","6","1"
"02/01/2025","02/01/2025","","14494","-149133593.8","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBN52025010240740 537/MAHESH S/ Txn Amt. 14488.39 Charges. 5.61","6","1"
"02/01/2025","02/01/2025","","7600","-149141193.8","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBN520250102407405 63/SHANKAR / Txn Amt. 7597.34 Charges. 2.66","6","1"
"02/01/2025","02/01/2025","","48899","-149190092.8","WITHDRAWAL TRANSFER NEFT/INDB/IDIBN520250102407405 96/SHIVANI / Txn Amt. 48893.39 Charges. 5.61","7","1"
"02/01/2025","02/01/2025","","17166","-149207258.8","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBN520250102407405 69/BRAJESH / Txn Amt. 17160.39 Charges. 5.61","7","1"
"02/01/2025","02/01/2025","","7772","-149215030.8","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBN520250102407406 28/RAVI PRA/ Txn Amt. 7769.34 Charges. 2.66","7","1"
"02/01/2025","02/01/2025","","17409","-149232439.8","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBN520250102407405 76/RAMMANI / Txn Amt. 17403.39 Charges. 5.61","7","1"
"02/01/2025","02/01/2025","","111178","-149343617.8","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010240740 577/SHRI BHA/ Txn Amt. 111160.59 Charges. 17.41","7","1"
"02/01/2025","02/01/2025","","30587","-149374204.8","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBN52025010240740 673/SANTOSH / Txn Amt. 30581.39 Charges. 5.61","7","1"
"02/01/2025","02/01/2025","","32276","-149406480.8","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBN52025010240740 708/CHANDRAB/ Txn Amt. 32270.39 Charges. 5.61","7","1"
"02/01/2025","02/01/2025","","17037","-149423517.8","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBN520250102407407 41/AHIWARAN/ Txn Amt. 17031.39 Charges. 5.61","7","1"
"02/01/2025","02/01/2025","","14338","-149437855.8","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBN520250102407407 12/AHIWARAN/ Txn Amt. 14332.39 Charges. 5.61","8","1"
"02/01/2025","02/01/2025","","41436","-149479291.8","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBN520250102407407 42/BABAN SA/ Txn Amt. 41430.39 Charges. 5.61","8","1"
"02/01/2025","02/01/2025","","400029.21","-149879321.01","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010240748 843/BPCL ECM/ Txn Amt. 400000.00 Charges. 29.21","8","1"
"02/01/2025","02/01/2025","","5430.66","-149884751.67","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBN520250102407488 12/VIKRAM S/ Txn Amt. 5428.00 Charges. 2.66","8","1"
"02/01/2025","02/01/2025","20000","","-149864751.67","NO BOOK DEPOSIT TRANSFER NEFT/UBIN/UBINN52025010201516 501/S S COAL A/","8","1"
"03/01/2025","03/01/2025","448513.94","","-149416237.73","NO BOOK DEPOSIT TRANSFER RTGS/HDFC/HDFCR520250103771 91031/ULTRATEC/","8","1"
"03/01/2025","03/01/2025","389520","","-149026717.73","NO BOOK DEPOSIT TRANSFER RTGS/SBIN/SBINR12025010370947 533/MANCHUKO/","8","1"
"03/01/2025","03/01/2025","","13705.61","-149040423.34","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBN520250103409118 49/TATA MOT/ Txn Amt. 13700.00 Charges. 5.61","8","1"
"03/01/2025","03/01/2025","1299688","","-147740735.34","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/ICICN220250103070965 23/FINANCIAL /","8","1"
"03/01/2025","03/01/2025","630663","","-147110072.34","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/ICICN220250103070965 21/FINANCIAL /","8","1"
"03/01/2025","03/01/2025","6730596.85","","-140379475.49","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/ICICN220250103070965 26/FINANCIAL /","9","1"
"03/01/2025","03/01/2025","1068861","","-139310614.49","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/ICICN220250103070965 22/FINANCIAL /","9","1"
"03/01/2025","03/01/2025","581718","","-138728896.49","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/ICICN220250103070965 20/FINANCIAL /","9","1"
"03/01/2025","03/01/2025","28546","","-138700350.49","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/ICICN220250103070965 19/FINANCIAL /","9","1"
"03/01/2025","03/01/2025","2349661.24","","-136350689.25","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/ICICN220250103070965 25/FINANCIAL /","9","1"
"03/01/2025","03/01/2025","1300745","","-135049944.25","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/ICICN220250103070965 24/FINANCIAL /","9","1"
"04/01/2025","04/01/2025","25000","","-135024944.25","NO BOOK DEPOSIT TRANSFER NEFT/UBIN/UBINN52025010401835 061/S S COAL A/","9","1"
"04/01/2025","04/01/2025","25000","","-134999944.25","NO BOOK DEPOSIT TRANSFER NEFT/UBIN/UBINN52025010401835 546/S S COAL A/","9","1"
"04/01/2025","04/01/2025","","300000","-135299944.25","WITHDRAWAL TRANSFER advance GOEL CARGO PVT. LTD.","9","1"
"04/01/2025","04/01/2025","","904720","-136204664.25","WITHDRAWAL TRANSFER Loan Repayment GOEL CARGO PVT LTD (GOEL ASHOK LEYLAND)","9","1"
"04/01/2025","04/01/2025","","1500000","-137704664.25","C.A.S. CASH CHEQUE Paid to GOEL Branch-UMARI (M.P.)","9","1"
"04/01/2025","04/01/2025","","30000","-137734664.25","DEBIT TRANS TDS FOR CASH WITHDRAWAL","9","1"
"04/01/2025","04/01/2025","879328","","-136855336.25","CREDIT TXN","9","1"
"04/01/2025","04/01/2025","25000","","-136830336.25","NO BOOK DEPOSIT TRANSFER NEFT/UBIN/UBINN52025010401958 056/S S COAL A/","9","1"
"04/01/2025","04/01/2025","","800029.21","-137630365.46","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441117 044/BPCL ECM/ Txn Amt. 800000.00 Charges. 29.21","10","1"
"04/01/2025","04/01/2025","","100005.61","-137730371.07","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBN520250104411170 76/PURI AUT/ Txn Amt. 100000.00 Charges. 5.61","10","1"
"04/01/2025","04/01/2025","","50005.61","-137780376.68","WITHDRAWAL TRANSFER NEFT/BDBL/IDIBN52025010441117 093/Shri Bun/ Txn Amt. 50000.00 Charges. 5.61","10","1"
"04/01/2025","04/01/2025","","700029.21","-138480405.89","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441117 057/INDIAN O/ Txn Amt. 700000.00 Charges. 29.21","10","1"
"04/01/2025","04/01/2025","","76327.61","-138556733.5","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441118 635/GOEL CAR/ Txn Amt. 76322.00 Charges. 5.61","10","1"
"04/01/2025","04/01/2025","","76327.61","-138633061.11","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441118 692/GOEL CAR/ Txn Amt. 76322.00 Charges. 5.61","10","1"
"04/01/2025","04/01/2025","","76327.61","-138709388.72","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441118 694/GOEL CAR/ Txn Amt. 76322.00 Charges. 5.61","10","1"
"04/01/2025","04/01/2025","","76327.61","-138785716.33","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441118 697/GOEL CAR/ Txn Amt. 76322.00 Charges. 5.61","10","1"
"04/01/2025","04/01/2025","","76327.61","-138862043.94","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441118 714/GOEL CAR/ Txn Amt. 76322.00 Charges. 5.61","11","1"
"04/01/2025","04/01/2025","","8036.66","-138870080.6","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441118 659/GOEL CAR/ Txn Amt. 8034.00 Charges. 2.66","11","1"
"04/01/2025","04/01/2025","","8036.66","-138878117.26","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441118 766/GOEL CAR/ Txn Amt. 8034.00 Charges. 2.66","11","1"
"04/01/2025","04/01/2025","","8036.66","-138886153.92","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441118 768/GOEL CAR/ Txn Amt. 8034.00 Charges. 2.66","11","1"
"04/01/2025","04/01/2025","","8036.66","-138894190.58","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441118 736/GOEL CAR/ Txn Amt. 8034.00 Charges. 2.66","11","1"
"04/01/2025","04/01/2025","","8036.66","-138902227.24","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441118 772/GOEL CAR/ Txn Amt. 8034.00 Charges. 2.66","11","1"
"04/01/2025","04/01/2025","","8036.66","-138910263.9","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441118 785/GOEL CAR/ Txn Amt. 8034.00 Charges. 2.66","11","1"
"04/01/2025","04/01/2025","","76327.61","-138986591.51","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441118 787/GOEL CAR/ Txn Amt. 76322.00 Charges. 5.61","11","1"
"04/01/2025","04/01/2025","","82795.61","-139069387.12","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441120 531/GOEL CAR/ Txn Amt. 82790.00 Charges. 5.61","12","1"
"04/01/2025","04/01/2025","","7157.66","-139076544.78","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441120 543/GOEL CAR/ Txn Amt. 7155.00 Charges. 2.66","12","1"
"04/01/2025","04/01/2025","","82795.61","-139159340.39","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441120 537/GOEL CAR/ Txn Amt. 82790.00 Charges. 5.61","12","1"
"04/01/2025","04/01/2025","","82795.61","-139242136","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441120 396/GOEL CAR/ Txn Amt. 82790.00 Charges. 5.61","12","1"
"04/01/2025","04/01/2025","","82795.61","-139324931.61","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441120 618/GOEL CAR/ Txn Amt. 82790.00 Charges. 5.61","12","1"
"04/01/2025","04/01/2025","","82795.61","-139407727.22","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441120 586/GOEL CAR/ Txn Amt. 82790.00 Charges. 5.61","12","1"
"04/01/2025","04/01/2025","","82795.61","-139490522.83","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441120 587/GOEL CAR/ Txn Amt. 82790.00 Charges. 5.61","12","1"
"04/01/2025","04/01/2025","","82795.61","-139573318.44","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441120 621/GOEL CAR/ Txn Amt. 82790.00 Charges. 5.61","12","1"
"04/01/2025","04/01/2025","","82795.61","-139656114.05","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441120 576/GOEL CAR/ Txn Amt. 82790.00 Charges. 5.61","13","1"
"04/01/2025","04/01/2025","","7157.66","-139663271.71","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441120 631/GOEL CAR/ Txn Amt. 7155.00 Charges. 2.66","13","1"
"04/01/2025","04/01/2025","","7157.66","-139670429.37","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441120 633/GOEL CAR/ Txn Amt. 7155.00 Charges. 2.66","13","1"
"04/01/2025","04/01/2025","","7157.66","-139677587.03","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441120 591/GOEL CAR/ Txn Amt. 7155.00 Charges. 2.66","13","1"
"04/01/2025","04/01/2025","","7157.66","-139684744.69","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441120 636/GOEL CAR/ Txn Amt. 7155.00 Charges. 2.66","13","1"
"04/01/2025","04/01/2025","","7157.66","-139691902.35","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441120 592/GOEL CAR/ Txn Amt. 7155.00 Charges. 2.66","13","1"
"04/01/2025","04/01/2025","","7157.66","-139699060.01","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441120 643/GOEL CAR/ Txn Amt. 7155.00 Charges. 2.66","13","1"
"04/01/2025","04/01/2025","","7157.66","-139706217.67","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441120 594/GOEL CAR/ Txn Amt. 7155.00 Charges. 2.66","13","1"
"04/01/2025","04/01/2025","","7157.66","-139713375.33","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441120 662/GOEL CAR/ Txn Amt. 7155.00 Charges. 2.66","14","1"
"04/01/2025","04/01/2025","","7157.66","-139720532.99","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441120 663/GOEL CAR/ Txn Amt. 7155.00 Charges. 2.66","14","1"
"04/01/2025","04/01/2025","","82795.61","-139803328.6","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441120 647/GOEL CAR/ Txn Amt. 82790.00 Charges. 5.61","14","1"
"04/01/2025","04/01/2025","","57555.61","-139860884.21","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441122 170/HDFC BAN/ Txn Amt. 57550.00 Charges. 5.61","14","1"
"04/01/2025","04/01/2025","","57555.61","-139918439.82","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441122 120/HDFC BAN/ Txn Amt. 57550.00 Charges. 5.61","14","1"
"04/01/2025","04/01/2025","","57555.61","-139975995.43","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441122 222/HDFC BAN/ Txn Amt. 57550.00 Charges. 5.61","14","1"
"04/01/2025","04/01/2025","","57555.61","-140033551.04","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441122 241/HDFC BAN/ Txn Amt. 57550.00 Charges. 5.61","14","1"
"04/01/2025","04/01/2025","","57555.61","-140091106.65","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441122 212/HDFC BAN/ Txn Amt. 57550.00 Charges. 5.61","14","1"
"04/01/2025","04/01/2025","","63502.61","-140154609.26","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441122 268/HDFC BAN/ Txn Amt. 63497.00 Charges. 5.61","15","1"
"04/01/2025","04/01/2025","","63502.61","-140218111.87","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441122 270/HDFC BAN/ Txn Amt. 63497.00 Charges. 5.61","15","1"
"04/01/2025","04/01/2025","","63502.61","-140281614.48","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441122 284/HDFC BAN/ Txn Amt. 63497.00 Charges. 5.61","15","1"
"04/01/2025","04/01/2025","","63502.61","-140345117.09","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441122 253/HDFC BAN/ Txn Amt. 63497.00 Charges. 5.61","15","1"
"04/01/2025","04/01/2025","","63502.61","-140408619.7","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441122 305/HDFC BAN/ Txn Amt. 63497.00 Charges. 5.61","15","1"
"04/01/2025","04/01/2025","","63502.61","-140472122.31","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441122 296/HDFC BAN/ Txn Amt. 63497.00 Charges. 5.61","15","1"
"04/01/2025","04/01/2025","","18445.61","-140490567.92","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBN52025010441152 403/AMIT SIN/ Txn Amt. 18440.00 Charges. 5.61","15","1"
"04/01/2025","04/01/2025","","21383.61","-140511951.53","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBN520250104411523 98/RAVESH K/ Txn Amt. 21378.00 Charges. 5.61","15","1"
"04/01/2025","04/01/2025","","4859.66","-140516811.19","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBN520250104411522 79/AWADHESH/ Txn Amt. 4857.00 Charges. 2.66","16","1"
"04/01/2025","04/01/2025","","6000.66","-140522811.85","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441152 441/SHRIBHAN/ Txn Amt. 5998.00 Charges. 2.66","16","1"
"04/01/2025","04/01/2025","","1252.66","-140524064.51","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBN520250104411522 80/VIJAY NA/ Txn Amt. 1250.00 Charges. 2.66","16","1"
"04/01/2025","04/01/2025","","200017.41","-140724081.92","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBN520250104411524 61/ETC POOL/ Txn Amt. 200000.00 Charges. 17.41","16","1"
"04/01/2025","04/01/2025","","3932.66","-140728014.58","WITHDRAWAL TRANSFER NEFT/MAHB/IDIBN52025010441152 445/PREMSHRE/ Txn Amt. 3930.00 Charges. 2.66","16","1"
"04/01/2025","04/01/2025","","82795.61","-140810810.19","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441152 481/GOEL CAR/ Txn Amt. 82790.00 Charges. 5.61","16","1"
"04/01/2025","04/01/2025","","12867.61","-140823677.8","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441153 277/ALL CONN/ Txn Amt. 12862.00 Charges. 5.61","16","1"
"04/01/2025","04/01/2025","","15000","-140838677.8","WITHDRAWAL TRANSFER NEFT/BDBL/IDIBN52025010441159 103/VIJAY SI/ Txn Amt. 14994.39 Charges. 5.61","16","1"
"04/01/2025","04/01/2025","","15000","-140853677.8","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBN520250104411591 06/SHARAD K/ Txn Amt. 14994.39 Charges. 5.61","17","1"
"04/01/2025","04/01/2025","","19650","-140873327.8","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBN520250104411591 07/ISMAT S / Txn Amt. 19644.39 Charges. 5.61","17","1"
"04/01/2025","04/01/2025","","8800","-140882127.8","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBN520250104411591 09/ARVIND K/ Txn Amt. 8797.34 Charges. 2.66","17","1"
"04/01/2025","04/01/2025","","8800","-140890927.8","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBN520250104411591 12/PRAMOD K/ Txn Amt. 8797.34 Charges. 2.66","17","1"
"04/01/2025","04/01/2025","","25597","-140916524.8","WITHDRAWAL TRANSFER / TRF-P001 / AMAR BAHADUR SINGH","17","1"
"04/01/2025","04/01/2025","","4030","-140920554.8","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010441163 929/KULWANT / Txn Amt. 4027.34 Charges. 2.66","17","1"
