"Value Date","Post Date","Credit Amount","Debit Amount","Closing Balance","Description","Page Number","Minus"
"03/04/2025","03/04/2025","","4620","-118016093.16","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBN520250403551229 21/RAVI PRA/ Txn Amt. 4617.34 Charges. 2.66","7","1"
"04/04/2025","04/04/2025","120000","","-117896093.16","CHEQUE DEPOSIT CLEARING-03/04/2025 024 4785 CTS-CHQ:293416 - PNB","7","1"
"04/04/2025","04/04/2025","","600000","-118496093.16","WITHDRAWAL TRANSFER 51049 GOEL CARGO PVT LTD (GOEL ASHOK LEYLAND)","7","1"
"04/04/2025","04/04/2025","","82795.61","-118578888.77","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455215 621/GOEL CAR/ Txn Amt. 82790.00 Charges. 5.61","7","1"
"04/04/2025","04/04/2025","","7157.66","-118586046.43","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455215 624/GOEL CAR/ Txn Amt. 7155.00 Charges. 2.66","7","1"
"04/04/2025","04/04/2025","","82795.61","-118668842.04","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455217 713/GOEL CAR/ Txn Amt. 82790.00 Charges. 5.61","8","1"
"04/04/2025","04/04/2025","","82795.61","-118751637.65","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455217 714/GOEL CAR/ Txn Amt. 82790.00 Charges. 5.61","8","1"
"04/04/2025","04/04/2025","","82795.61","-118834433.26","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455217 715/GOEL CAR/ Txn Amt. 82790.00 Charges. 5.61","8","1"
"04/04/2025","04/04/2025","","82795.61","-118917228.87","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455217 721/GOEL CAR/ Txn Amt. 82790.00 Charges. 5.61","8","1"
"04/04/2025","04/04/2025","","82795.61","-119000024.48","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455217 723/GOEL CAR/ Txn Amt. 82790.00 Charges. 5.61","8","1"
"04/04/2025","04/04/2025","","82795.61","-119082820.09","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455217 885/GOEL CAR/ Txn Amt. 82790.00 Charges. 5.61","8","1"
"04/04/2025","04/04/2025","","7157.66","-119089977.75","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455217 919/GOEL CAR/ Txn Amt. 7155.00 Charges. 2.66","8","1"
"04/04/2025","04/04/2025","","7157.66","-119097135.41","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455215 645/GOEL CAR/ Txn Amt. 7155.00 Charges. 2.66","8","1"
"04/04/2025","04/04/2025","","7157.66","-119104293.07","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455217 758/GOEL CAR/ Txn Amt. 7155.00 Charges. 2.66","9","1"
"04/04/2025","04/04/2025","","7157.66","-119111450.73","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455217 759/GOEL CAR/ Txn Amt. 7155.00 Charges. 2.66","9","1"
"04/04/2025","04/04/2025","","7157.66","-119118608.39","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455217 932/GOEL CAR/ Txn Amt. 7155.00 Charges. 2.66","9","1"
"04/04/2025","04/04/2025","","7157.66","-119125766.05","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455215 651/GOEL CAR/ Txn Amt. 7155.00 Charges. 2.66","9","1"
"04/04/2025","04/04/2025","","7157.66","-119132923.71","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455215 652/GOEL CAR/ Txn Amt. 7155.00 Charges. 2.66","9","1"
"04/04/2025","04/04/2025","","7157.66","-119140081.37","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455217 943/GOEL CAR/ Txn Amt. 7155.00 Charges. 2.66","9","1"
"04/04/2025","04/04/2025","","7157.66","-119147239.03","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455217 770/GOEL CAR/ Txn Amt. 7155.00 Charges. 2.66","9","1"
"04/04/2025","04/04/2025","","82795.61","-119230034.64","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455217 956/GOEL CAR/ Txn Amt. 82790.00 Charges. 5.61","9","1"
"04/04/2025","04/04/2025","","18290","-119248324.64","WITHDRAWAL TRANSFER / BRANCH-P033 / M/s SWASTIK SALES","9","1"
"04/04/2025","04/04/2025","","76327.61","-119324652.25","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455224 683/GOEL CAR/ Txn Amt. 76322.00 Charges. 5.61","10","1"
"04/04/2025","04/04/2025","","76327.61","-119400979.86","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455224 552/GOEL CAR/ Txn Amt. 76322.00 Charges. 5.61","10","1"
"04/04/2025","04/04/2025","","76327.61","-119477307.47","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455222 489/GOEL CAR/ Txn Amt. 76322.00 Charges. 5.61","10","1"
"04/04/2025","04/04/2025","","76327.61","-119553635.08","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455222 490/GOEL CAR/ Txn Amt. 76322.00 Charges. 5.61","10","1"
"04/04/2025","04/04/2025","","76327.61","-119629962.69","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455222 491/GOEL CAR/ Txn Amt. 76322.00 Charges. 5.61","10","1"
"04/04/2025","04/04/2025","","8036.66","-119637999.35","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455224 713/GOEL CAR/ Txn Amt. 8034.00 Charges. 2.66","10","1"
"04/04/2025","04/04/2025","","8036.66","-119646036.01","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455222 497/GOEL CAR/ Txn Amt. 8034.00 Charges. 2.66","10","1"
"04/04/2025","04/04/2025","","8036.66","-119654072.67","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455222 498/GOEL CAR/ Txn Amt. 8034.00 Charges. 2.66","10","1"
"04/04/2025","04/04/2025","","8036.66","-119662109.33","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455224 715/GOEL CAR/ Txn Amt. 8034.00 Charges. 2.66","11","1"
"04/04/2025","04/04/2025","","8036.66","-119670145.99","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455224 594/GOEL CAR/ Txn Amt. 8034.00 Charges. 2.66","11","1"
"04/04/2025","04/04/2025","","76327.61","-119746473.6","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455224 602/GOEL CAR/ Txn Amt. 76322.00 Charges. 5.61","11","1"
"04/04/2025","04/04/2025","","400029.21","-120146502.81","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455225 687/BPCL ECM/ Txn Amt. 400000.00 Charges. 29.21","11","1"
"04/04/2025","04/04/2025","","135682","-120282184.81","WITHDRAWAL TRANSFER NEFT/CNRB/IDIBN52025040455226 270/M N Spar/ Txn Amt. 135664.59 Charges. 17.41","11","1"
"04/04/2025","04/04/2025","","750029.21","-121032214.02","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455226 290/INDIAN O/ Txn Amt. 750000.00 Charges. 29.21","11","1"
"04/04/2025","04/04/2025","","57555.61","-121089769.63","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455227 756/HDFC BAN/ Txn Amt. 57550.00 Charges. 5.61","11","1"
"04/04/2025","04/04/2025","","57555.61","-121147325.24","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455227 759/HDFC BAN/ Txn Amt. 57550.00 Charges. 5.61","11","1"
"04/04/2025","04/04/2025","","57555.61","-121204880.85","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455225 854/HDFC BAN/ Txn Amt. 57550.00 Charges. 5.61","12","1"
"04/04/2025","04/04/2025","","57555.61","-121262436.46","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455227 558/HDFC BAN/ Txn Amt. 57550.00 Charges. 5.61","12","1"
"04/04/2025","04/04/2025","","63502.61","-121325939.07","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455227 586/HDFC BAN/ Txn Amt. 63497.00 Charges. 5.61","12","1"
"04/04/2025","04/04/2025","","63502.61","-121389441.68","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455227 602/HDFC BAN/ Txn Amt. 63497.00 Charges. 5.61","12","1"
"04/04/2025","04/04/2025","","63502.61","-121452944.29","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455227 850/HDFC BAN/ Txn Amt. 63497.00 Charges. 5.61","12","1"
"04/04/2025","04/04/2025","","63502.61","-121516446.9","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455225 868/HDFC BAN/ Txn Amt. 63497.00 Charges. 5.61","12","1"
"04/04/2025","04/04/2025","","63502.61","-121579949.51","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455227 854/HDFC BAN/ Txn Amt. 63497.00 Charges. 5.61","12","1"
"04/04/2025","04/04/2025","","63502.61","-121643452.12","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455227 855/HDFC BAN/ Txn Amt. 63497.00 Charges. 5.61","12","1"
"04/04/2025","04/04/2025","","57555.61","-121701007.73","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455293 996/HDFC BAN/ Txn Amt. 57550.00 Charges. 5.61","13","1"
"04/04/2025","04/04/2025","","82795.61","-121783803.34","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455293 727/GOEL CAR/ Txn Amt. 82790.00 Charges. 5.61","13","1"
"04/04/2025","04/04/2025","","8036.66","-121791840","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455293 735/GOEL CAR/ Txn Amt. 8034.00 Charges. 2.66","13","1"
"04/04/2025","04/04/2025","","100005.61","-121891845.61","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBN520250404552936 09/ETC POOL/ Txn Amt. 100000.00 Charges. 5.61","13","1"
"04/04/2025","04/04/2025","","82795.61","-121974641.22","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040455293 736/GOEL CAR/ Txn Amt. 82790.00 Charges. 5.61","13","1"
"04/04/2025","04/04/2025","","14100","-121988741.22","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBN520250404552954 90/MANISH W/ Txn Amt. 14094.39 Charges. 5.61","13","1"
"04/04/2025","04/04/2025","","11750","-122000491.22","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBN520250404552953 52/PRAJAPAT/ Txn Amt. 11744.39 Charges. 5.61","13","1"
"04/04/2025","04/04/2025","","25620","-122026111.22","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBN520250404552953 68/SHUBHAM / Txn Amt. 25614.39 Charges. 5.61","13","1"
"04/04/2025","04/04/2025","","20520","-122046631.22","WITHDRAWAL TRANSFER NEFT/BDBL/IDIBN52025040455295 500/VIJAY SI/ Txn Amt. 20514.39 Charges. 5.61","14","1"
"04/04/2025","04/04/2025","","32102","-122078733.22","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBN520250404552975 35/BABAN SA/ Txn Amt. 32096.39 Charges. 5.61","14","1"
"04/04/2025","04/04/2025","","15995","-122094728.22","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBN52025040455296 058/MAHESH S/ Txn Amt. 15989.39 Charges. 5.61","14","1"
"04/04/2025","04/04/2025","","17460","-122112188.22","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBN520250404552972 41/PARMESHW/ Txn Amt. 17454.39 Charges. 5.61","14","1"
"04/04/2025","04/04/2025","","24551","-122136739.22","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBN520250404552972 42/RAMMANI / Txn Amt. 24545.39 Charges. 5.61","14","1"
"04/04/2025","04/04/2025","","11510","-122148249.22","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBN52025040455297 255/RAJMAN S/ Txn Amt. 11504.39 Charges. 5.61","14","1"
"04/04/2025","04/04/2025","","63209","-122211458.22","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBN520250404552975 49/SHIV DAY/ Txn Amt. 63203.39 Charges. 5.61","14","1"
"04/04/2025","04/04/2025","","304164.21","-122515622.43","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBN520250404553030 28/NAVAL PE/ Txn Amt. 304135.00 Charges. 29.21","14","1"
"04/04/2025","04/04/2025","","183797.41","-122699419.84","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBN520250404553108 07/SUNDRAM / Txn Amt. 183780.00 Charges. 17.41","15","1"
"04/04/2025","04/04/2025","25000","","-122674419.84","NO BOOK DEPOSIT TRANSFER NEFT/UTIB/UTIBN62025040471317 875/VK4660 /","15","1"
"04/04/2025","04/04/2025","24000","","-122650419.84","NO BOOK DEPOSIT TRANSFER NEFT/UTIB/UTIBN62025040471317 877/VK4660 /","15","1"
"04/04/2025","04/04/2025","4035370.03","","-118615049.81","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/ICICN220250404009571 89/FINANCIAL /","15","1"
"04/04/2025","04/04/2025","428193.6","","-118186856.21","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/ICICN220250404009571 87/FINANCIAL /","15","1"
"04/04/2025","04/04/2025","1265650.84","","-116921205.37","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/ICICN220250404009571 88/FINANCIAL /","15","1"
"05/04/2025","05/04/2025","","35000","-116956205.37","WITHDRAWAL TRANSFER emi GOEL CARGO PVT LTD (GOEL ASHOK LEYLAND)","15","1"
"05/04/2025","05/04/2025","","400029.21","-117356234.58","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040555475 226/BPCL ECM/ Txn Amt. 400000.00 Charges. 29.21","15","1"
"05/04/2025","05/04/2025","","500029.21","-117856263.79","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBN520250405554758 59/ETC POOL/ Txn Amt. 500000.00 Charges. 29.21","15","1"
"05/04/2025","05/04/2025","","400029.21","-118256293","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBN520250405554756 91/Translin/ Txn Amt. 400000.00 Charges. 29.21","15","1"
"05/04/2025","05/04/2025","","300029.21","-118556322.21","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040555475 253/LAKSHMI / Txn Amt. 300000.00 Charges. 29.21","16","1"
"05/04/2025","05/04/2025","","1800029.21","-120356351.42","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040555475 923/INDIAN O/ Txn Amt. 1800000.00 Charges. 29.21","16","1"
"05/04/2025","05/04/2025","","13575","-120369926.42","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBN52025040555502 681/CHANDRAB/ Txn Amt. 13569.39 Charges. 5.61","16","1"
"05/04/2025","05/04/2025","","3589","-120373515.42","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBN520250405555029 83/VIVEK KU/ Txn Amt. 3586.34 Charges. 2.66","16","1"
"05/04/2025","05/04/2025","","27770","-120401285.42","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBN520250405555024 19/KANHIYA / Txn Amt. 27764.39 Charges. 5.61","16","1"
"05/04/2025","05/04/2025","","17244","-120418529.42","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBN520250405555029 99/BRAJESH / Txn Amt. 17238.39 Charges. 5.61","16","1"
"05/04/2025","05/04/2025","","11925","-120430454.42","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBN520250405555026 98/SHYAMLAL/ Txn Amt. 11919.39 Charges. 5.61","16","1"
"05/04/2025","05/04/2025","","54350","-120484804.42","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBN520250405555026 99/SHEETA P/ Txn Amt. 54344.39 Charges. 5.61","16","1"
"05/04/2025","05/04/2025","","13063","-120497867.42","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025040555502 701/KULWANT / Txn Amt. 13057.39 Charges. 5.61","17","1"
"05/04/2025","05/04/2025","","20128","-120517995.42","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBN520250405555027 23/THAKUR P/ Txn Amt. 20122.39 Charges. 5.61","17","1"
"05/04/2025","05/04/2025","","12352","-120530347.42","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBN52025040555502 724/SESHMANI/ Txn Amt. 12346.39 Charges. 5.61","17","1"
"05/04/2025","05/04/2025","","8518","-120538865.42","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBN520250405555030 81/JAGYALAL/ Txn Amt. 8515.34 Charges. 2.66","17","1"
"05/04/2025","05/04/2025","","20803","-120559668.42","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBN520250405555027 27/MRATUNJA/ Txn Amt. 20797.39 Charges. 5.61","17","1"
"05/04/2025","05/04/2025","","22171","-120581839.42","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBN520250405555027 29/HEERAMAN/ Txn Amt. 22165.39 Charges. 5.61","17","1"
