"Value Date","Post Date","Credit Amount","Debit Amount","Closing Balance","Description","Page Number","Minus"
"07/05/2026","07/05/2026","","7600","-153605421.75","WITHDRAWAL TRANSFER / BRANCH-P006 / Rajesh Kumar","9","1"
"07/05/2026","07/05/2026","","3258","-153608679.75","WITHDRAWAL TRANSFER / BRANCH-P011 / PRAMOD","9","1"
"07/05/2026","07/05/2026","","7888","-153616567.75","WITHDRAWAL TRANSFER / BRANCH-P008 / RAMBAKAS","9","1"
"07/05/2026","07/05/2026","","7888","-153624455.75","WITHDRAWAL TRANSFER / BRANCH-P009 / BABITA SHUKLA AND MANOJ KUMAR SHUKLA","9","1"
"07/05/2026","07/05/2026","","12633","-153637088.75","WITHDRAWAL TRANSFER / BRANCH-P010 / KRISHNA KANT TRIPATHI S/O BRIJ BIHARI","10","1"
"07/05/2026","07/05/2026","","12633","-153649721.75","WITHDRAWAL TRANSFER / BRANCH-P007 / INDRAPAL","10","1"
"07/05/2026","07/05/2026","","250029.21","-153899750.96","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P810 / NEFT/SBIN/IDIBN520260507412205 34/SHIV FIL/ Txn Amt. 250000.00 Charges. 29.21","10","1"
"08/05/2026","08/05/2026","5110387.99","","-148789362.97","NO BOOK DEPOSIT TRANSFER RTGS/SBIN/SBINR12026050827194 007/26240079/","10","1"
"08/05/2026","08/05/2026","960236.8","","-147829126.17","NO BOOK DEPOSIT TRANSFER RTGS/SBIN/SBINR12026050827194 253/26240076/","10","1"
"09/05/2026","09/05/2026","","1750058.41","-149579184.58","WITHDRAWAL TRANSFER RTGS/HDFC/IDIBR52026050902113 037/IOCXPP /. Txn Amt. 1750000.00 Charges. 58.41","10","1"
"09/05/2026","09/05/2026","","500028.91","-150079213.49","WITHDRAWAL TRANSFER RTGS/ICIC/IDIBR520260509021084 22/ECT POOL/. Txn Amt. 500000.00 Charges. 28.91","10","1"
"09/05/2026","09/05/2026","","2000000","-152079213.49","WITHDRAWAL TRANSFER Transfer 50074GOEL CARGO PVT 51049 GOEL CARGO PVT LTD (GOEL ASHOK LEYLAND)","10","1"
"09/05/2026","09/05/2026","","3363","-152082576.49","WITHDRAWAL TRANSFER / TRF-P001 / M/s SWASTIK SALES","10","1"
"10/05/2026","10/05/2026","","7855.66","-152090432.15","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P010 / NEFT/SBIN/IDIBN520260510414988 38/BHAGRVEN/ Txn Amt. 7853.00 Charges. 2.66","10","1"
"10/05/2026","10/05/2026","","117903.41","-152208335.56","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P810 / NEFT/SBIN/IDIBN520260510414980 21/SHIV FIL/ Txn Amt. 117886.00 Charges. 17.41","11","1"
"10/05/2026","10/05/2026","","7855.66","-152216191.22","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P001 / NEFT/SBIN/IDIBN520260510414988 83/BHAGRVEN/ Txn Amt. 7853.00 Charges. 2.66","11","1"
"10/05/2026","10/05/2026","","24521","-152240712.22","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P011 / NEFT/ICIC/IDIBN520260510414992 88/MRATUNJA/ Txn Amt. 24515.39 Charges. 5.61","11","1"
"10/05/2026","10/05/2026","","40184.61","-152280896.83","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P009 / NEFT/BDBL/IDIBN52026051041499 415/NARESH T/ Txn Amt. 40179.00 Charges. 5.61","11","1"
"10/05/2026","10/05/2026","","40184.61","-152321081.44","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P011 / NEFT/BDBL/IDIBN52026051041499 509/NARESH T/ Txn Amt. 40179.00 Charges. 5.61","11","1"
"10/05/2026","10/05/2026","","82516","-152403597.44","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P012 / NEFT/ICIC/IDIBN520260510414996 12/MRATUNJA/ Txn Amt. 82510.39 Charges. 5.61","11","1"
"10/05/2026","10/05/2026","","5646.66","-152409244.1","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P010 / NEFT/SBIN/IDIBN520260510415000 18/RAJESH K/ Txn Amt. 5644.00 Charges. 2.66","12","1"
"10/05/2026","10/05/2026","","99511","-152508755.1","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P014 / NEFT/UBIN/IDIBN520260510415008 31/KANHIYA / Txn Amt. 99505.39 Charges. 5.61","12","1"
"10/05/2026","10/05/2026","","82516","-152591271.1","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P012 / NEFT/ICIC/IDIBN520260510415009 22/MRATUNJA/ Txn Amt. 82510.39 Charges. 5.61","12","1"
"10/05/2026","10/05/2026","","61107","-152652378.1","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P013 / NEFT/SBIN/IDIBN520260510415011 57/RAMMANI / Txn Amt. 61101.39 Charges. 5.61","12","1"
"10/05/2026","10/05/2026","","500011.8","-153152389.9","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P016 / NEFT/UBIN/IDIBN520260510415007 69/Translin/ Txn Amt. 499982.59 Charges. 29.21","12","1"
"10/05/2026","10/05/2026","","7855.66","-153160245.56","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P019 / NEFT/SBIN/IDIBN520260510415015 03/BHAGRVEN/ Txn Amt. 7853.00 Charges. 2.66","12","1"
"10/05/2026","10/05/2026","","61107","-153221352.56","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P013 / NEFT/SBIN/IDIBN520260510415015 59/RAMMANI / Txn Amt. 61101.39 Charges. 5.61","13","1"
"10/05/2026","10/05/2026","","16260","-153237612.56","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P015 / NEFT/UBIN/IDIBN520260510415018 17/SANJU SH/ Txn Amt. 16254.39 Charges. 5.61","13","1"
"10/05/2026","10/05/2026","","500011.8","-153737624.36","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P016 / NEFT/UBIN/IDIBN520260510415020 43/TRANSLIN/ Txn Amt. 499982.59 Charges. 29.21","13","1"
"10/05/2026","10/05/2026","","153379","-153891003.36","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P017 / NEFT/UBIN/IDIBN520260510415021 63/TRANSLIN/ Txn Amt. 153361.59 Charges. 17.41","13","1"
"10/05/2026","10/05/2026","","250029.21","-154141032.57","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P018 / NEFT/SBIN/IDIBN520260510415023 56/SHIV FIL/ Txn Amt. 250000.00 Charges. 29.21","13","1"
"10/05/2026","10/05/2026","","99511","-154240543.57","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P014 / NEFT/UBIN/IDIBN520260510415027 18/KANHIYA / Txn Amt. 99505.39 Charges. 5.61","13","1"
"10/05/2026","10/05/2026","","3363","-154243906.57","WITHDRAWAL TRANSFER / TRF-P001 / M/s SWASTIK SALES","13","1"
"10/05/2026","10/05/2026","","40184.61","-154284091.18","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P009 / NEFT/BDBL/IDIBN52026051041554 217/NARESH T/ Txn Amt. 40179.00 Charges. 5.61","14","1"
"10/05/2026","10/05/2026","","5646.66","-154289737.84","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P010 / NEFT/SBIN/IDIBN520260510415541 24/RAJESH K/ Txn Amt. 5644.00 Charges. 2.66","14","1"
"10/05/2026","10/05/2026","","24521","-154314258.84","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P011 / NEFT/ICIC/IDIBN520260510415542 65/MRATUNJA/ Txn Amt. 24515.39 Charges. 5.61","14","1"
"10/05/2026","10/05/2026","","82516","-154396774.84","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P012 / NEFT/ICIC/IDIBN520260510415543 34/MRATUNJA/ Txn Amt. 82510.39 Charges. 5.61","14","1"
"10/05/2026","10/05/2026","","61107","-154457881.84","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P013 / NEFT/SBIN/IDIBN520260510415548 79/RAMMANI / Txn Amt. 61101.39 Charges. 5.61","14","1"
"10/05/2026","10/05/2026","","16260","-154474141.84","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P015 / NEFT/UBIN/IDIBN520260510415551 07/SANJU SH/ Txn Amt. 16254.39 Charges. 5.61","14","1"
"10/05/2026","10/05/2026","","500011.8","-154974153.64","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P016 / NEFT/UBIN/IDIBN520260510415550 13/TRANSLIN/ Txn Amt. 499982.59 Charges. 29.21","15","1"
"10/05/2026","10/05/2026","","99511","-155073664.64","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P014 / NEFT/UBIN/IDIBN520260510415553 12/KANHIYA / Txn Amt. 99505.39 Charges. 5.61","15","1"
"11/05/2026","11/05/2026","2668875","","-152404789.64","NO BOOK DEPOSIT TRANSFER RTGS/HDFC/HDFCR520260511563 33896/BIRLANUL/","15","1"
"11/05/2026","11/05/2026","61000","","-152343789.64","UPI CREDIT UPI/957684873115/Payment from PhonePe XXXXX04657/9131504657@ybl SBIN0010534/RAMMANI SAHU","15","1"
"11/05/2026","11/05/2026","199022","","-152144767.64","NO BOOK DEPOSIT TRANSFER NEFT/UBIN/UBINN52026051142736 403/KANHAIYA L/","15","1"
"11/05/2026","11/05/2026","","239730","-152384497.64","WITHDRAWAL TRANSFER KMBLDRAOPERATIONS IDIB0000000006915812","15","1"
"11/05/2026","11/05/2026","","239730","-152624227.64","WITHDRAWAL TRANSFER KMBLDRAOPERATIONS IDIB0000000006915816","15","1"
"11/05/2026","11/05/2026","","500029.21","-153124256.85","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P032 / NEFT/ICIC/IDIBN520260511416042 38/ETC POOL/ Txn Amt. 500000.00 Charges. 29.21","15","1"
"11/05/2026","11/05/2026","","370576","-153494832.85","WITHDRAWAL TRANSFER KMBLDRAOPERATIONS IDIB0000000009047083","15","1"
"11/05/2026","11/05/2026","","63564","-153558396.85","WITHDRAWAL TRANSFER KMBLDRAOPERATIONS IDIB0000000009047085","15","1"
"11/05/2026","11/05/2026","","79455","-153637851.85","WITHDRAWAL TRANSFER KMBLDRAOPERATIONS IDIB0000000009047082","15","1"
"11/05/2026","11/05/2026","","239730","-153877581.85","WITHDRAWAL TRANSFER KMBLDRAOPERATIONS IDIB0000000006915815","16","1"
"11/05/2026","11/05/2026","","463220","-154340801.85","WITHDRAWAL TRANSFER KMBLDRAOPERATIONS IDIB0000000009047084","16","1"
"11/05/2026","11/05/2026","","79907","-154420708.85","WITHDRAWAL TRANSFER KMBLDRAOPERATIONS IDIB0000000007009458","16","1"
"11/05/2026","11/05/2026","15000000","","-139420708.85","NO BOOK DEPOSIT TRANSFER RTGS/HDFC/HDFCR520260511563 72970/SHANTI G/","16","1"
"11/05/2026","11/05/2026","","105540","-139526248.85","WITHDRAWAL TRANSFER / BRANCH-P032 / VIKRAM AUTOMOBILES","16","1"
"11/05/2026","11/05/2026","","300028.91","-139826277.76","WITHDRAWAL TRANSFER RTGS/HDFC/IDIBR52026051102130 990/IOCXPP /. Txn Amt. 300000.00 Charges. 28.91","16","1"
"11/05/2026","11/05/2026","","600058.41","-140426336.17","WITHDRAWAL TRANSFER RTGS/ICIC/IDIBR520260511021310 21/HPCL Dri/. Txn Amt. 600000.00 Charges. 58.41","16","1"
"11/05/2026","11/05/2026","15000000","","-125426336.17","NO BOOK DEPOSIT TRANSFER Transfer 50056GOEL CARGO PVT Gcpl42120 KALYANI MINERALS LLP","16","1"
"11/05/2026","11/05/2026","","3500000","-128926336.17","C.A.S. CASH CHEQUE Paid to SELF Branch-UMARI (M.P.)","16","1"
"11/05/2026","11/05/2026","","70000","-128996336.17","DEBIT TRANS TDS FOR CASH WITHDRAWAL","16","1"
"11/05/2026","11/05/2026","","150017.41","-129146353.58","WITHDRAWAL TRANSFER . . NEFT/HDFC/IDIBN52026051141667 761/IOCXPP /. Txn Amt. 150000.00 Charges. 17.41","16","1"
"11/05/2026","11/05/2026","","31728.61","-129178082.19","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P001 / NEFT/UBIN/IDIBN520260511417169 69/KULWANT / Txn Amt. 31723.00 Charges. 5.61","16","1"
"11/05/2026","11/05/2026","","15746.11","-129193828.3","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P465 / NEFT/UBIN/IDIBN520260511417185 97/AJANTA T/ Txn Amt. 15740.50 Charges. 5.61","17","1"
"11/05/2026","11/05/2026","","96828","-129290656.3","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P322 / NEFT/PSIB/IDIBN520260511417169 81/Vindhya / Txn Amt. 96822.39 Charges. 5.61","17","1"
"11/05/2026","11/05/2026","","10599.61","-129301255.91","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P002 / NEFT/BARB/IDIBN52026051141718 612/KAMDA SH/ Txn Amt. 10594.00 Charges. 5.61","17","1"
